number,title,url,difficulty,likes,dislikes,accepted,submissions,acceptance,popularity
1822,Sign of the Product of an Array,https://leetcode.com/problems/sign-of-the-product-of-an-array,Easy,229,37,40428,61222,66.03508542680736,6.1891891891891895
508,Most Frequent Subtree Sum,https://leetcode.com/problems/most-frequent-subtree-sum,Medium,1067,173,92230,152188,60.602675638026646,6.167630057803469
1566,Detect Pattern of Length M Repeated K or More Times,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times,Easy,382,62,20053,46407,43.21115348977525,6.161290322580645
623,Add One Row to Tree,https://leetcode.com/problems/add-one-row-to-tree,Medium,1033,168,74494,139680,53.33190148911798,6.148809523809524
1773,Count Items Matching a Rule,https://leetcode.com/problems/count-items-matching-a-rule,Easy,418,68,63073,74450,84.7186030893217,6.147058823529412
41,First Missing Positive,https://leetcode.com/problems/first-missing-positive,Hard,6776,1105,537315,1541792,34.850031651480876,6.13212669683258
884,Uncommon Words from Two Sentences,https://leetcode.com/problems/uncommon-words-from-two-sentences,Easy,715,117,81730,126189,64.76792747386855,6.111111111111111
1754,Largest Merge Of Two Strings,https://leetcode.com/problems/largest-merge-of-two-strings,Medium,250,41,11408,26987,42.27220513580613,6.097560975609756
1536,Minimum Swaps to Arrange a Binary Grid,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid,Medium,329,54,9645,21685,44.47774959649527,6.092592592592593
86,Partition List,https://leetcode.com/problems/partition-list,Medium,2655,436,298381,647507,46.081509543526174,6.089449541284404
1755,Closest Subsequence Sum,https://leetcode.com/problems/closest-subsequence-sum,Hard,292,48,5829,16804,34.68816948345632,6.083333333333333
1012,Numbers With Repeated Digits,https://leetcode.com/problems/numbers-with-repeated-digits,Hard,334,55,7813,20492,38.12707398008979,6.072727272727272
1739,Building Boxes,https://leetcode.com/problems/building-boxes,Hard,170,28,4144,8209,50.48117919356804,6.071428571428571
1109,Corporate Flight Bookings,https://leetcode.com/problems/corporate-flight-bookings,Medium,783,129,28417,51748,54.91419958259256,6.069767441860465
1819,Number of Different Subsequences GCDs,https://leetcode.com/problems/number-of-different-subsequences-gcds,Hard,200,33,4570,12882,35.47585778605807,6.0606060606060606
52,N-Queens II,https://leetcode.com/problems/n-queens-ii,Hard,1185,196,187146,294304,63.589349787974335,6.045918367346939
1314,Matrix Block Sum,https://leetcode.com/problems/matrix-block-sum,Medium,1197,198,43247,58342,74.1267011758253,6.045454545454546
780,Reaching Points,https://leetcode.com/problems/reaching-points,Hard,824,137,34301,112012,30.622611863014676,6.014598540145985
1669,Merge In Between Linked Lists,https://leetcode.com/problems/merge-in-between-linked-lists,Medium,527,88,33569,44850,74.84726867335563,5.988636363636363
1608,Special Array With X Elements Greater Than or Equal X,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x,Easy,365,61,24147,39484,61.15641778948435,5.983606557377049
1299,Replace Elements with Greatest Element on Right Side,https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side,Easy,921,154,155776,209455,74.37206082452079,5.98051948051948
688,Knight Probability in Chessboard,https://leetcode.com/problems/knight-probability-in-chessboard,Medium,1531,257,67638,132698,50.97137861912011,5.957198443579767
923,3Sum With Multiplicity,https://leetcode.com/problems/3sum-with-multiplicity,Medium,780,131,42213,102730,41.09120996787696,5.9541984732824424
880,Decoded String at Index,https://leetcode.com/problems/decoded-string-at-index,Medium,1011,170,30797,109163,28.211939943020987,5.947058823529412
1720,Decode XORed Array,https://leetcode.com/problems/decode-xored-array,Easy,410,69,43816,51081,85.77749065210156,5.942028985507246
662,Maximum Width of Binary Tree,https://leetcode.com/problems/maximum-width-of-binary-tree,Medium,2640,445,122210,310029,39.41889307129333,5.932584269662922
1172,Dinner Plate Stacks,https://leetcode.com/problems/dinner-plate-stacks,Hard,261,44,12008,33080,36.29987908101572,5.931818181818182
1408,String Matching in an Array,https://leetcode.com/problems/string-matching-in-an-array,Easy,385,65,45962,72116,63.733429474735146,5.923076923076923
523,Continuous Subarray Sum,https://leetcode.com/problems/continuous-subarray-sum,Medium,657,111,215946,843365,25.605283596070507,5.918918918918919
939,Minimum Area Rectangle,https://leetcode.com/problems/minimum-area-rectangle,Medium,1118,189,76861,145796,52.71818156876732,5.915343915343915
178,Rank Scores,https://leetcode.com/problems/rank-scores,Medium,1050,178,174786,325352,53.722122501167966,5.898876404494382
925,Long Pressed Name,https://leetcode.com/problems/long-pressed-name,Easy,1215,206,74639,208429,35.81027592129694,5.898058252427185
1672,Richest Customer Wealth,https://leetcode.com/problems/richest-customer-wealth,Easy,730,124,154814,175575,88.17542360814467,5.887096774193548
967,Numbers With Same Consecutive Differences,https://leetcode.com/problems/numbers-with-same-consecutive-differences,Medium,741,126,45798,99142,46.19434750156341,5.880952380952381
791,Custom Sort String,https://leetcode.com/problems/custom-sort-string,Medium,1473,251,126489,188514,67.09793437092205,5.868525896414343
1447,Simplified Fractions,https://leetcode.com/problems/simplified-fractions,Medium,176,30,17197,27291,63.01344765673665,5.866666666666666
1402,Reducing Dishes,https://leetcode.com/problems/reducing-dishes,Hard,638,109,27425,37918,72.32712695817291,5.853211009174312
848,Shifting Letters,https://leetcode.com/problems/shifting-letters,Medium,462,79,33985,75185,45.20183547250116,5.848101265822785
282,Expression Add Operators,https://leetcode.com/problems/expression-add-operators,Hard,1855,318,142220,377829,37.64136686172846,5.833333333333333
696,Count Binary Substrings,https://leetcode.com/problems/count-binary-substrings,Easy,1932,332,90280,145828,61.908549798392635,5.819277108433735
168,Excel Sheet Column Title,https://leetcode.com/problems/excel-sheet-column-title,Easy,1944,335,272065,833680,32.634224162748296,5.802985074626866
1561,Maximum Number of Coins You Can Get,https://leetcode.com/problems/maximum-number-of-coins-you-can-get,Medium,381,66,32951,42424,77.67065811804639,5.7727272727272725
929,Unique Email Addresses,https://leetcode.com/problems/unique-email-addresses,Easy,1303,226,278779,415219,67.14023202213771,5.765486725663717
313,Super Ugly Number,https://leetcode.com/problems/super-ugly-number,Medium,1072,187,93932,199090,47.180672057863276,5.732620320855615
1464,Maximum Product of Two Elements in an Array,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array,Easy,606,106,98010,126723,77.34191898866031,5.716981132075472
1405,Longest Happy String,https://leetcode.com/problems/longest-happy-string,Medium,680,119,21956,40907,53.67296550712592,5.714285714285714
1640,Check Array Formation Through Concatenation,https://leetcode.com/problems/check-array-formation-through-concatenation,Easy,564,99,60170,108580,55.415361945109595,5.696969696969697
710,Random Pick with Blacklist,https://leetcode.com/problems/random-pick-with-blacklist,Hard,467,82,20879,62748,33.274367310511884,5.695121951219512
1114,Print in Order,https://leetcode.com/problems/print-in-order,Easy,821,145,88253,130113,67.82796492279788,5.662068965517242
112,Path Sum,https://leetcode.com/problems/path-sum,Easy,3798,671,683896,1568572,43.599911256862924,5.660208643815201
391,Perfect Rectangle,https://leetcode.com/problems/perfect-rectangle,Hard,509,90,31169,98924,31.508026363673125,5.655555555555556
1894,Find the Student that Will Replace the Chalk,https://leetcode.com/problems/find-the-student-that-will-replace-the-chalk,Medium,147,26,11922,30198,39.479435724220146,5.653846153846154
699,Falling Squares,https://leetcode.com/problems/falling-squares,Hard,373,66,17377,39934,43.51429859267792,5.651515151515151
1728,Cat and Mouse II,https://leetcode.com/problems/cat-and-mouse-ii,Hard,113,20,3566,8630,41.32097334878331,5.65
721,Accounts Merge,https://leetcode.com/problems/accounts-merge,Medium,2879,512,168379,314678,53.50834821627187,5.623046875
1629,Slowest Key,https://leetcode.com/problems/slowest-key,Easy,281,50,40349,68259,59.11161898064724,5.62
552,Student Attendance Record II,https://leetcode.com/problems/student-attendance-record-ii,Hard,830,148,33832,87268,38.767933263051745,5.608108108108108
1146,Snapshot Array,https://leetcode.com/problems/snapshot-array,Medium,1024,184,64974,175504,37.021378430121246,5.565217391304348
189,Rotate Array,https://leetcode.com/problems/rotate-array,Medium,5431,979,755745,2049901,36.86739018128192,5.547497446373851
988,Smallest String Starting From Leaf,https://leetcode.com/problems/smallest-string-starting-from-leaf,Medium,784,142,42363,88845,47.681917946986324,5.52112676056338
1139,Largest 1-Bordered Square,https://leetcode.com/problems/largest-1-bordered-square,Medium,380,69,15232,31116,48.952307494536576,5.507246376811594
913,Cat and Mouse,https://leetcode.com/problems/cat-and-mouse,Hard,531,97,12777,36432,35.070816864295125,5.474226804123711
621,Task Scheduler,https://leetcode.com/problems/task-scheduler,Medium,5428,995,290077,544391,53.284679577729975,5.455276381909548
1460,Make Two Arrays Equal by Reversing Sub-arrays,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-sub-arrays,Easy,485,89,63490,87670,72.41929964640129,5.449438202247191
1786,Number of Restricted Paths From First to Last Node,https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node,Medium,391,72,8800,23884,36.8447496231787,5.430555555555555
1222,Queens That Can Attack the King,https://leetcode.com/problems/queens-that-can-attack-the-king,Medium,553,103,27682,39459,70.15383055830102,5.368932038834951
36,Valid Sudoku,https://leetcode.com/problems/valid-sudoku,Medium,3257,607,548199,1042670,52.57646235146307,5.365733113673806
184,Department Highest Salary,https://leetcode.com/problems/department-highest-salary,Medium,792,148,171200,398699,42.9396612482098,5.351351351351352
978,Longest Turbulent Subarray,https://leetcode.com/problems/longest-turbulent-subarray,Medium,758,142,44200,94234,46.90451429420379,5.338028169014085
1551,Minimum Operations to Make Array Equal,https://leetcode.com/problems/minimum-operations-to-make-array-equal,Medium,597,112,55836,69285,80.58887205022732,5.330357142857143
1508,Range Sum of Sorted Subarray Sums,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums,Medium,389,73,19994,33538,59.615958017770886,5.328767123287672
1738,Find Kth Largest XOR Coordinate Value,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value,Medium,195,37,10970,17562,62.46441179820066,5.27027027027027
928,Minimize Malware Spread II,https://leetcode.com/problems/minimize-malware-spread-ii,Hard,332,63,13492,32416,41.621421520236915,5.26984126984127
1779,Find Nearest Point That Has the Same X or Y Coordinate,https://leetcode.com/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate,Easy,136,26,18411,27422,67.13952301072132,5.230769230769231
679,24 Game,https://leetcode.com/problems/24-game,Hard,1008,193,53733,112446,47.785603756469776,5.22279792746114
861,Score After Flipping Matrix,https://leetcode.com/problems/score-after-flipping-matrix,Medium,809,155,29733,40059,74.22302104396016,5.219354838709678
556,Next Greater Element III,https://leetcode.com/problems/next-greater-element-iii,Medium,1461,280,74498,223030,33.40268125364301,5.2178571428571425
1662,Check If Two String Arrays are Equivalent,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent,Easy,490,94,105314,128431,82.00045160436343,5.212765957446808
898,Bitwise ORs of Subarrays,https://leetcode.com/problems/bitwise-ors-of-subarrays,Medium,817,157,22729,63692,35.68580041449476,5.203821656050955
1921,Eliminate Maximum Number of Monsters,https://leetcode.com/problems/eliminate-maximum-number-of-monsters,Medium,228,44,12398,33124,37.4290544620215,5.181818181818182
802,Find Eventual Safe States,https://leetcode.com/problems/find-eventual-safe-states,Medium,1419,274,60181,118285,50.87796423891449,5.178832116788321
58,Length of Last Word,https://leetcode.com/problems/length-of-last-word,Easy,67,13,561117,1647727,34.054002877903926,5.153846153846154
1563,Stone Game V,https://leetcode.com/problems/stone-game-v,Hard,278,54,10530,26032,40.45021511985249,5.148148148148148
415,Add Strings,https://leetcode.com/problems/add-strings,Easy,2255,439,360173,718281,50.14374597128422,5.136674259681094
779,K-th Symbol in Grammar,https://leetcode.com/problems/k-th-symbol-in-grammar,Medium,1116,218,63308,161423,39.21869869845065,5.1192660550458715
685,Redundant Connection II,https://leetcode.com/problems/redundant-connection-ii,Hard,1294,254,46126,138529,33.29699918428632,5.094488188976378
561,Array Partition I,https://leetcode.com/problems/array-partition-i,Easy,397,78,284053,381908,74.37733695026027,5.089743589743589
1145,Binary Tree Coloring Game,https://leetcode.com/problems/binary-tree-coloring-game,Medium,777,153,29436,57692,51.022672120917974,5.078431372549019
865,Smallest Subtree with all the Deepest Nodes,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes,Medium,1548,305,83449,126240,66.10345373891,5.075409836065574
959,Regions Cut By Slashes,https://leetcode.com/problems/regions-cut-by-slashes,Medium,1608,320,30629,45055,67.9813561202974,5.025
830,Positions of Large Groups,https://leetcode.com/problems/positions-of-large-groups,Easy,531,106,62172,122129,50.90682802610355,5.009433962264151
185,Department Top Three Salaries,https://leetcode.com/problems/department-top-three-salaries,Hard,840,168,128216,300538,42.662159194511176,5.0
665,Non-decreasing Array,https://leetcode.com/problems/non-decreasing-array,Medium,3244,649,157994,750768,21.04431728576604,4.998459167950694
405,Convert a Number to Hexadecimal,https://leetcode.com/problems/convert-a-number-to-hexadecimal,Easy,707,142,86269,191529,45.04226514000491,4.97887323943662
1805,Number of Different Integers in a String,https://leetcode.com/problems/number-of-different-integers-in-a-string,Easy,214,43,18108,51651,35.058372538769824,4.976744186046512
1670,Design Front Middle Back Queue,https://leetcode.com/problems/design-front-middle-back-queue,Medium,297,60,10621,19393,54.767184035476724,4.95
764,Largest Plus Sign,https://leetcode.com/problems/largest-plus-sign,Medium,683,138,28145,59610,47.21523234356651,4.949275362318841
746,Min Cost Climbing Stairs,https://leetcode.com/problems/min-cost-climbing-stairs,Easy,3984,805,289343,533629,54.221753315505715,4.949068322981367
